sku_id,sku_name,is_committed,sku_lazy,service_long_name,service_name,subservice_name,cores,cores_number,ram,ram_number,database,core_fraction,core_fraction_number,preemptible,platform,service_group,mk8s_relevant,is_sustainable
dn23ic8i6h58vbjnonir,ai.adjustment.kop,0,0,ML Services,cloud_ai,adjustment,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,0
dn2tiss9h3jt2b8fnq9u,ai.locator,0,0,ML Services,cloud_ai,locator,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2kflnqsib4se6md100,ai.mt.detect,0,0,ML Services,cloud_ai,mt,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2tog20ktjlo6qcp94f,ai.mt.translate,0,0,ML Services,cloud_ai,mt,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2a7f3fvgqj48op6o1u,ai.mt.translate_custom,0,0,ML Services,cloud_ai,mt,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2a572mhk1urociqg1i,ai.mt.translate_nmtlight,0,0,ML Services,cloud_ai,mt,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2r43s4shg50807iuud,ai.mt.translate_nmtlight.fixed_consumption,1,0,ML Services,cloud_ai,mt,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn21g7iangrep92enarm,ai.mt.translate_nmtlight.monthly_usage.v1,1,0,ML Services,cloud_ai,mt,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2aisla02f81rbvd6ka,ai.mt.translate.fixed_consumption,0,0,ML Services,cloud_ai,mt,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn205gl69uje79drbibb,ai.mt.translate.monthly_usage.v1,1,0,ML Services,cloud_ai,mt,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2ros0tjkji0m8inqap,ai.speech.stt,0,0,ML Services,cloud_ai,speech,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn29fdr53kaa7oqdo5c7,ai.speech.stt_long_running,0,0,ML Services,cloud_ai,speech,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn20umtdpam1mh045kv6,ai.speech.stt_long_running.fixed_consumption,1,0,ML Services,cloud_ai,speech,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2fcr7r31nt3qbouvi7,ai.speech.stt_long_running.monthly_usage.v1,1,0,ML Services,cloud_ai,speech,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2bl6fgcb8hnqvhhs1o,ai.speech.stt.fixed_consumption,0,0,ML Services,cloud_ai,speech,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2f46fv3p007jdpsq8r,ai.speech.stt.monthly_usage.v1,1,0,ML Services,cloud_ai,speech,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2hokdrmk72rtdms2oa,ai.speech.tts,0,0,ML Services,cloud_ai,speech,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2q7sk8h80e4k7ldt6h,ai.speech.tts_gpu,0,0,ML Services,cloud_ai,speech,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2dos0pf7so9s6ej6d5,ai.vision.classification,0,0,ML Services,cloud_ai,vision,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn25ebmfmtgph0jikbaj,ai.vision.document_recognition.passport,0,0,ML Services,cloud_ai,vision,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2s0kmmmelrv14p6k4h,ai.vision.face_detection,0,0,ML Services,cloud_ai,vision,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn22kffc5tet0dq0i4n5,ai.vision.image_copy_search,0,0,ML Services,cloud_ai,vision,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2c5ah00phrp2qcq9e8,ai.vision.text_detection,0,0,ML Services,cloud_ai,vision,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,ML and AI,0,1
dn2gnu9gs67vf056r8dj,compute.image,0,1,Compute,compute,image,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2s7s6j0kvjugdnditj,compute.image.adjustment.kop,0,0,Compute,compute,image,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2d7s257l01hsl9rc6d,compute.snapshot,0,1,Compute,compute,snapshot,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2i3j5kt17b1d7bp0i3,compute.snapshot.adjustment.kop,0,0,Compute,compute,snapshot,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2mct2ol7gq1ururuf1,compute.vm.cpu.50.mdb.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,50,50,full,v2,Infrastructure,0,1
dn2qbqi1am9oq6oc9s05,compute.vm.cpu.50.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,50,50,full,v2,Infrastructure,1,1
dn2prnar650higurgp47,compute.vm.cpu.adjustment.kop,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2pm2gap1cc09a33s06,compute.vm.cpu.c05,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,full,v1,Infrastructure,1,1
dn2dokqctdtlme39ma81,compute.vm.cpu.c05.dev.v1,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,full,inapplicable,Infrastructure,0,1
dn2qka8kqgt7860a34is,compute.vm.cpu.c05.dev.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,full,inapplicable,Infrastructure,0,1
dn2g98n70r8u4acd06eh,compute.vm.cpu.c05.dev.v3,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,full,inapplicable,Infrastructure,0,1
dn22iim3djs3o92i5ltl,compute.vm.cpu.c05.dev.v4,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,full,inapplicable,Infrastructure,0,1
dn273h8hhci2r8vu8qo9,compute.vm.cpu.c05.dev.v5,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,full,inapplicable,Infrastructure,0,1
dn2tju54eus4df7465lc,compute.vm.cpu.c05.mdb.v1,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,full,v1,Infrastructure,0,1
dn23ha34dnv32qts24mt,compute.vm.cpu.c05.mdb.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,full,v2,Infrastructure,0,1
dn2g5qo1211n5k8i1s3v,compute.vm.cpu.c05.preemptible,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,preemptible,v1,Infrastructure,1,1
dn2pnoscgkjpav63uo9b,compute.vm.cpu.c05.preemptible.dev.v1,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,preemptible,inapplicable,Infrastructure,0,1
dn2o2g3u76lmf5l3er0i,compute.vm.cpu.c05.preemptible.dev.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,preemptible,inapplicable,Infrastructure,0,1
dn21pco30nlieto81mmb,compute.vm.cpu.c05.preemptible.dev.v3,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,preemptible,inapplicable,Infrastructure,0,1
dn2lon0h7rk8iebai5vt,compute.vm.cpu.c05.preemptible.dev.v4,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,preemptible,inapplicable,Infrastructure,0,1
dn2ss87e0ic8veouratm,compute.vm.cpu.c05.preemptible.dev.v5,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,preemptible,inapplicable,Infrastructure,0,1
dn2dksll6t32n873m6t0,compute.vm.cpu.c05.preemptible.mdb.v1,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,preemptible,v1,Infrastructure,0,1
dn26k37v2g5h33k1rc2d,compute.vm.cpu.c05.preemptible.mdb.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,preemptible,v2,Infrastructure,0,1
dn292ebti5dcjio7vh2s,compute.vm.cpu.c05.preemptible.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,preemptible,v2,Infrastructure,1,1
dn2l09d8brnv9s8m5p2r,compute.vm.cpu.c05.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,5,5,full,v2,Infrastructure,1,1
dn299ll54t5jt2gojh7e,compute.vm.cpu.c100,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,full,v1,Infrastructure,1,1
dn27pq9cgqn5g9i8b0v0,compute.vm.cpu.c100.dev.v1,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,full,inapplicable,Infrastructure,0,1
dn25nh4j297bkr8i9juf,compute.vm.cpu.c100.dev.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,full,inapplicable,Infrastructure,0,1
dn2f80181ut07dj02jji,compute.vm.cpu.c100.dev.v3,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,full,inapplicable,Infrastructure,0,1
dn28nasfugsbsaioq4al,compute.vm.cpu.c100.dev.v4,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,full,inapplicable,Infrastructure,0,1
dn2s0t6go0d80eh9ie3k,compute.vm.cpu.c100.dev.v5,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,full,inapplicable,Infrastructure,0,1
dn2d6mmjcifau0i3v968,compute.vm.cpu.c100.gpu-e2e,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,full,inapplicable,Infrastructure,0,1
dn2fc012e2f1tkd5naci,compute.vm.cpu.c100.gpu-standard,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,full,v1,Infrastructure,1,1
dn2g7rssjjnmbl5a3n9b,compute.vm.cpu.c100.gpu-standard.preemptible,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,preemptible,inapplicable,Infrastructure,1,1
dn2fklkjgdtm4qsjclsi,compute.vm.cpu.c100.mdb.v1,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,full,v1,Infrastructure,0,1
dn2rgvqkpbtbgrd5ukgn,compute.vm.cpu.c100.mdb.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,full,v2,Infrastructure,0,1
dn2tumvs3haanrmalna1,compute.vm.cpu.c100.mdb.v3,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,full,v3,Infrastructure,0,1
dn247qigcq66fq6t3tk5,compute.vm.cpu.c100.preemptible,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,preemptible,v1,Infrastructure,1,1
dn2qb66t2t0q220ecmd7,compute.vm.cpu.c100.preemptible.dev.v1,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,preemptible,inapplicable,Infrastructure,0,1
dn265hnh44vgtl3cmvgm,compute.vm.cpu.c100.preemptible.dev.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,preemptible,inapplicable,Infrastructure,0,1
dn2s8ibe84q3r81sg9ds,compute.vm.cpu.c100.preemptible.dev.v3,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,preemptible,inapplicable,Infrastructure,0,1
dn2j8jukl8maog3ebg5q,compute.vm.cpu.c100.preemptible.dev.v4,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,preemptible,inapplicable,Infrastructure,0,1
dn21enk0g16imclcsoki,compute.vm.cpu.c100.preemptible.dev.v5,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,preemptible,inapplicable,Infrastructure,0,1
dn2972hrj1hcvsu5c33u,compute.vm.cpu.c100.preemptible.mdb.v1,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,preemptible,v1,Infrastructure,0,1
dn2njes0q2d10lmhni7m,compute.vm.cpu.c100.preemptible.mdb.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,preemptible,v2,Infrastructure,0,1
dn2ipnaa10sls6i7osfv,compute.vm.cpu.c100.preemptible.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,preemptible,v2,Infrastructure,1,1
dn218a07u143r9v1r5ms,compute.vm.cpu.c100.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,100,100,full,v2,Infrastructure,1,1
dn2vmq6na03r9vlds7j8,compute.vm.cpu.c20,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,full,v1,Infrastructure,1,1
dn273oavrepi4oiab2d1,compute.vm.cpu.c20.dev.v1,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,full,inapplicable,Infrastructure,0,1
dn2p2qprj1qi2vvccl4o,compute.vm.cpu.c20.dev.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,full,inapplicable,Infrastructure,0,1
dn2ev87fjbn1ngi6lk0k,compute.vm.cpu.c20.dev.v3,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,full,inapplicable,Infrastructure,0,1
dn24d60g58pge2i9uikp,compute.vm.cpu.c20.dev.v4,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,full,inapplicable,Infrastructure,0,1
dn2ctr029n91ene3rdt2,compute.vm.cpu.c20.dev.v5,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,full,inapplicable,Infrastructure,0,1
dn28qf630l8kun212qum,compute.vm.cpu.c20.mdb.v1,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,full,v1,Infrastructure,0,1
dn2mu2kri8l1k37klm48,compute.vm.cpu.c20.mdb.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,full,v2,Infrastructure,0,1
dn24sf8vh5cvj53voa7k,compute.vm.cpu.c20.preemptible,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,preemptible,v1,Infrastructure,1,1
dn2jhrlu15g9p03tdbg4,compute.vm.cpu.c20.preemptible.dev.v1,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,preemptible,inapplicable,Infrastructure,0,1
dn21r54nkqsq2842frbl,compute.vm.cpu.c20.preemptible.dev.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,preemptible,inapplicable,Infrastructure,0,1
dn24uqr5une1pq6oirrh,compute.vm.cpu.c20.preemptible.dev.v3,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,preemptible,inapplicable,Infrastructure,0,1
dn278cathk3l36r8hp8d,compute.vm.cpu.c20.preemptible.dev.v4,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,preemptible,inapplicable,Infrastructure,0,1
dn2g35798n134f2vsb15,compute.vm.cpu.c20.preemptible.dev.v5,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,preemptible,inapplicable,Infrastructure,0,1
dn27po07q7c4ie9ijjf6,compute.vm.cpu.c20.preemptible.mdb.v1,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,preemptible,v1,Infrastructure,0,1
dn2ebu2lb33iu9bvdkj1,compute.vm.cpu.c20.preemptible.mdb.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,preemptible,v2,Infrastructure,0,1
dn2krclp8uj3432vmpre,compute.vm.cpu.c20.preemptible.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,preemptible,v2,Infrastructure,1,1
dn26skitjdon841jqit7,compute.vm.cpu.c20.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,20,20,inapplicable,v2,Infrastructure,1,1
dn2aqlhuest4fpqkh9iu,compute.vm.cpu.c50.preemptible.mdb.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,50,50,preemptible,v2,Infrastructure,0,1
dn20jng1b3a6ggtn52bo,compute.vm.cpu.c50.preemptible.v2,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,50,50,preemptible,v2,Infrastructure,1,1
dn249gqb6pjkmn8nfhee,compute.vm.cpu.mdb.adjustment.kop,0,0,Compute,compute,cpu,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2ja2dji9rd84fm8qcs,compute.vm.gpu.adjustment.kop,0,0,Compute,compute,gpu,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2lhvdpfg384le3g55v,compute.vm.gpu.gpu-e2e,0,0,Compute,compute,gpu,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2kc7kdofj2bh3boqjd,compute.vm.gpu.gpu-standard,0,0,Compute,compute,gpu,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,full,v1,Infrastructure,1,1
dn2pr6ebg1947fu35t7a,compute.vm.gpu.gpu-standard.preemptible,0,0,Compute,compute,gpu,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,preemptible,inapplicable,Infrastructure,1,1
dn2dka206olokggsieuu,compute.vm.ram,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,v1,Infrastructure,1,1
dn264jhj2ockaemrd4bf,compute.vm.ram.adjustment.kop,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn211gssqck98h09kcqi,compute.vm.ram.dev.v1,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2c8hq60tsumqghlfc0,compute.vm.ram.dev.v2,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2sanoaupomdc0os55c,compute.vm.ram.dev.v3,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2s2lheke60pd720d5e,compute.vm.ram.dev.v4,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2e2rghm8soqauqbcj5,compute.vm.ram.dev.v5,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2rchfcggfdqdadj8ja,compute.vm.ram.gpu-e2e,0,0,Compute,compute,gpu,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn25k0fsmikvpi2nbj2m,compute.vm.ram.gpu-standard,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,v1,Infrastructure,1,1
dn2aohdunrvmqp68d0bf,compute.vm.ram.gpu-standard.preemptible,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,preemptible,inapplicable,Infrastructure,1,1
dn2kvh71kqa3onlqme10,compute.vm.ram.mdb.adjustment.kop,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn289o1lbhn8vg5045pv,compute.vm.ram.mdb.v1,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,v1,Infrastructure,0,1
dn26d473k2nedgcs4r20,compute.vm.ram.mdb.v2,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,v2,Infrastructure,0,1
dn2uefmbu4nhfg4nil5u,compute.vm.ram.mdb.v3,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,v3,Infrastructure,0,1
dn2u497ok1kl70on0ta2,compute.vm.ram.preemptible,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,preemptible,v1,Infrastructure,1,1
dn22aph31r5d8bnfb4gm,compute.vm.ram.preemptible.dev.v1,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,preemptible,inapplicable,Infrastructure,0,1
dn2givhm7r7gb2105oju,compute.vm.ram.preemptible.dev.v2,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,preemptible,inapplicable,Infrastructure,0,1
dn26fe0lo13b1fevh10b,compute.vm.ram.preemptible.dev.v3,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,preemptible,inapplicable,Infrastructure,0,1
dn2pn3036ip0gijnfk1b,compute.vm.ram.preemptible.dev.v4,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,preemptible,inapplicable,Infrastructure,0,1
dn21qfssihjq2empe9ml,compute.vm.ram.preemptible.dev.v5,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,preemptible,inapplicable,Infrastructure,0,1
dn2r1cmecdrscpv3lirv,compute.vm.ram.preemptible.mdb.v1,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,preemptible,v1,Infrastructure,0,1
dn2osn3lj9u20ikjrdeo,compute.vm.ram.preemptible.mdb.v2,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,preemptible,v2,Infrastructure,0,1
dn2sp66rt1l381la6q7p,compute.vm.ram.preemptible.v2,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,preemptible,v2,Infrastructure,1,1
dn2fhtcoocq50j1uj4tg,compute.vm.ram.v2,0,0,Compute,compute,ram,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,v2,Infrastructure,1,1
dn2tl3tc66oh8orsdmg6,compute.vm.software_accelerated_network.cores.v1,0,0,Compute,compute,other,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,v1,Infrastructure,0,1
dn26qfui8s3a40tr911g,compute.vm.software_accelerated_network.cores.v2,0,0,Compute,compute,other,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,v2,Infrastructure,1,1
dn28pb4kmdk789mjc2sv,cr.adjustment.kop,0,0,Container Registry,cr,adjustment,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2mtv2ld7pp7jje44a9,cr.api.delete,0,0,Container Registry,cr,delete,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn295l9303vte6jcn6la,cr.api.get.cold,0,0,Container Registry,cr,get,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2ovjvmre3vjak11r5v,cr.api.get.standard,0,0,Container Registry,cr,get,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2q10v283774t0tlu40,cr.api.head.cold,0,0,Container Registry,cr,head,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2fr9gengaer4a8gpp5,cr.api.head.standard,0,0,Container Registry,cr,head,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2ep7f1o4oo3pg4no9e,cr.api.network.cloud.egress,0,0,Container Registry,cr,network,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn22otms1q16u08b79p0,cr.api.network.cloud.ingress,0,0,Container Registry,cr,network,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn23ugko6sb40f7qg7fd,cr.api.network.inet.egress,0,0,Container Registry,cr,network,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn27fqhm87vqa5tqjg7n,cr.api.network.inet.ingress,0,0,Container Registry,cr,network,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2hoenvppfavbsgk6sd,cr.api.options.cold,0,0,Container Registry,cr,options,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2v47m1t7djnhqu3m01,cr.api.options.standard,0,0,Container Registry,cr,options,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn202nrc0ufc41tmols1,cr.api.post.cold,0,0,Container Registry,cr,post,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn24mnqsacldb6a06qnn,cr.api.post.standard,0,0,Container Registry,cr,post,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
dn2fd1kii13bvhicpqn5,cr.api.put.cold,0,0,Container Registry,cr,put,inapplicable,-1,inapplicable,-1,inapplicable,inapplicable,-1,inapplicable,inapplicable,Infrastructure,0,1
